yyyy mm dd doy hh mm ss     H [nT]     D [nT]     Z [nT]     Proton [nT]
2023 07 10 191 15 26 20   29211.98    1719.11   39957.80   50587.68
2023 07 10 191 15 26 25   29211.98    1719.11   39957.82   50587.76
2023 07 10 191 15 26 30   29211.99    1719.13   39957.79   50587.72
2023 07 10 191 15 26 35   29212.00    1719.13   39957.80   50587.70
2023 07 10 191 15 26 40   29212.03    1719.14   39957.80   50587.71
2023 07 10 191 15 26 45   29212.03    1719.16   39957.80   50587.81
2023 07 10 191 15 26 50   29212.05    1719.18   39957.80   50587.72
2023 07 10 191 15 26 55   29212.07    1719.19   39957.80   50587.82
2023 07 10 191 15 27 00   29212.09    1719.20   39957.80   50587.76
2023 07 10 191 15 27 05   29212.10    1719.22   39957.81   50587.78
2023 07 10 191 15 27 10   29212.11    1719.23   39957.82   50587.82
2023 07 10 191 15 27 15   29212.12    1719.24   39957.81   50587.79
2023 07 10 191 15 27 20   29212.14    1719.26   39957.80   50587.81
2023 07 10 191 15 27 25   29212.16    1719.27   39957.82   50587.89
2023 07 10 191 15 27 30   29212.15    1719.27   39957.82   50587.84
2023 07 10 191 15 27 35   29212.18    1719.28   39957.82   50587.82
2023 07 10 191 15 27 40   29212.17    1719.28   39957.82   50587.81
2023 07 10 191 15 27 45   29212.20    1719.29   39957.82   50587.86
2023 07 10 191 15 27 50   29212.20    1719.29   39957.83   50587.92
2023 07 10 191 15 27 55   29212.23    1719.30   39957.82   50587.88
2023 07 10 191 15 28 00   29212.23    1719.32   39957.82   50587.88
2023 07 10 191 15 28 05   29212.25    1719.32   39957.82   50587.95
2023 07 10 191 15 28 10   29212.26    1719.34   39957.84   50587.97
2023 07 10 191 15 28 15   29212.28    1719.36   39957.84   50587.90
2023 07 10 191 15 28 20   29212.31    1719.37   39957.84   50587.93
2023 07 10 191 15 28 25   29212.31    1719.39   39957.84   50588.02
2023 07 10 191 15 28 30   29212.31    1719.41   39957.84   50587.93
2023 07 10 191 15 28 35   29212.31    1719.42   39957.84   50587.95
2023 07 10 191 15 28 40   29212.33    1719.42   39957.85   50587.94
2023 07 10 191 15 28 45   29212.33    1719.41   39957.85   50588.04
2023 07 10 191 15 28 50   29212.32    1719.41   39957.85   50588.04
2023 07 10 191 15 28 55   29212.31    1719.41   39957.85   50587.94
2023 07 10 191 15 29 00   29212.31    1719.42   39957.84   50587.97
2023 07 10 191 15 29 05   29212.30    1719.42   39957.86   50587.99
2023 07 10 191 15 29 10   29212.30    1719.42   39957.85   50588.01
2023 07 10 191 15 29 15   29212.30    1719.42   39957.87   50587.95
2023 07 10 191 15 29 20   29212.31    1719.40   39957.86   50587.95
2023 07 10 191 15 29 25   29212.32    1719.42   39957.87   50588.02
2023 07 10 191 15 29 30   29212.30    1719.41   39957.88   50587.96
2023 07 10 191 15 29 35   29212.30    1719.41   39957.88   50587.96
2023 07 10 191 15 29 40   29212.29    1719.41   39957.88   50587.94
2023 07 10 191 15 29 45   29212.28    1719.40   39957.88   50588.02
2023 07 10 191 15 29 50   29212.21    1719.40   39957.86   50587.89
2023 07 10 191 15 29 55   29212.18    1719.38   39957.88   50587.88
2023 07 10 191 15 30 00   29212.14    1719.38   39957.86   50587.87
2023 07 10 191 15 30 05   29212.08    1719.37   39957.86   50587.82
2023 07 10 191 15 30 10   29212.05    1719.34   39957.86   50587.85
2023 07 10 191 15 30 15   29211.98    1719.32   39957.86   50587.74
2023 07 10 191 15 30 20   29211.91    1719.30   39957.85   50587.69
2023 07 10 191 15 30 25   29211.84    1719.27   39957.85   50587.74
2023 07 10 191 15 30 30   29211.77    1719.23   39957.85   50587.61
2023 07 10 191 15 30 35   29211.67    1719.19   39957.85   50587.62
2023 07 10 191 15 30 40   29211.56    1719.16   39957.84   50587.50
2023 07 10 191 15 30 45   29211.49    1719.12   39957.81   50587.41
2023 07 10 191 15 30 50   29211.38    1719.10   39957.80   50587.43
2023 07 10 191 15 30 55   29211.29    1719.07   39957.79   50587.31
2023 07 10 191 15 31 00   29211.17    1719.04   39957.75   50587.17
2023 07 10 191 15 31 05   29211.06    1719.00   39957.73   50587.16
2023 07 10 191 15 31 10   29210.91    1718.96   39957.71   50587.11
2023 07 10 191 15 31 15   29210.81    1718.92   39957.70   50586.95
2023 07 10 191 15 31 20   29210.67    1718.89   39957.70   50586.80
2023 07 10 191 15 31 25   29210.55    1718.84   39957.65   50586.80
2023 07 10 191 15 31 30   29210.44    1718.81   39957.62   50586.69
2023 07 10 191 15 31 35   29210.34    1718.76   39957.61   50586.53
2023 07 10 191 15 31 40   29210.24    1718.72   39957.60   50586.47
2023 07 10 191 15 31 45   29210.14    1718.68   39957.57   50586.40
2023 07 10 191 15 31 50   29210.07    1718.64   39957.59   50586.42
2023 07 10 191 15 31 55   29209.98    1718.62   39957.56   50586.35
2023 07 10 191 15 32 00   29209.90    1718.56   39957.53   50586.21
2023 07 10 191 15 32 05   29209.79    1718.52   39957.53   50586.17
2023 07 10 191 15 32 10   29209.71    1718.48   39957.52   50586.13
2023 07 10 191 15 32 15   29209.63    1718.41   39957.49   50586.09
2023 07 10 191 15 32 20   29209.54    1718.37   39957.48   50585.95
2023 07 10 191 15 32 25   29209.51    1718.34   39957.48   50585.96
2023 07 10 191 15 32 30   29209.43    1718.31   39957.48   50585.94
2023 07 10 191 15 32 35   29209.38    1718.27   39957.48   50585.80
2023 07 10 191 15 32 40   29209.29    1718.25   39957.46   50585.82
2023 07 10 191 15 32 45   29209.19    1718.22   39957.43   50585.73
2023 07 10 191 15 32 50   29209.11    1718.19   39957.42   50585.67
2023 07 10 191 15 32 55   29209.04    1718.18   39957.41   50585.67
2023 07 10 191 15 33 00   29208.97    1718.16   39957.39   50585.51
2023 07 10 191 15 33 05   29208.90    1718.12   39957.39   50585.53
2023 07 10 191 15 33 10   29208.82    1718.10   39957.36   50585.41
2023 07 10 191 15 33 15   29208.76    1718.08   39957.32   50585.40
2023 07 10 191 15 33 20   29208.67    1718.07   39957.30   50585.28
2023 07 10 191 15 33 25   29208.63    1718.06   39957.29   50585.25
2023 07 10 191 15 33 30   29208.58    1718.04   39957.27   50585.20
2023 07 10 191 15 33 35   29208.52    1718.03   39957.28   50585.17
2023 07 10 191 15 33 40   29208.48    1718.01   39957.25   50585.18
2023 07 10 191 15 33 45   29208.44    1717.99   39957.23   50585.07
2023 07 10 191 15 33 50   29208.39    1717.98   39957.23   50585.02
2023 07 10 191 15 33 55   29208.35    1717.97   39957.21   50585.06
2023 07 10 191 15 34 00   29208.29    1717.96   39957.18   50584.96
2023 07 10 191 15 34 05   29208.24    1717.96   39957.16   50584.89
2023 07 10 191 15 34 10   29208.18    1717.95   39957.14   50584.85
2023 07 10 191 15 34 15   29208.15    1717.95   39957.14   50584.88
2023 07 10 191 15 34 20   29208.11    1717.95   39957.13   50584.80
2023 07 10 191 15 34 25   29208.08    1717.96   39957.12   50584.73
2023 07 10 191 15 34 30   29208.03    1717.96   39957.11   50584.79
2023 07 10 191 15 34 35   29207.99    1717.96   39957.08   50584.66
2023 07 10 191 15 34 40   29207.94    1717.98   39957.05   50584.68
2023 07 10 191 15 34 45   29207.92    1717.98   39957.05   50584.65
2023 07 10 191 15 34 50   29207.86    1717.98   39957.04   50584.55
2023 07 10 191 15 34 55   29207.82    1717.98   39957.01   50584.59
2023 07 10 191 15 35 00   29207.79    1717.98   39956.99   50584.55
2023 07 10 191 15 35 05   29207.76    1717.99   39956.99   50584.50
2023 07 10 191 15 35 10   29207.73    1717.99   39956.98   50584.45
2023 07 10 191 15 35 15   29207.70    1717.99   39956.98   50584.47
2023 07 10 191 15 35 20   29207.68    1718.00   39956.97   50584.47
2023 07 10 191 15 35 25   29207.68    1718.01   39956.97   50584.35
2023 07 10 191 15 35 30   29207.66    1718.01   39956.95   50584.39
2023 07 10 191 15 35 35   29207.66    1718.03   39956.95   50584.43
2023 07 10 191 15 35 40   29207.66    1718.04   39956.93   50584.39
2023 07 10 191 15 35 45   29207.67    1718.06   39956.92   50584.39
2023 07 10 191 15 35 50   29207.67    1718.07   39956.90   50584.34
2023 07 10 191 15 35 55   29207.66    1718.09   39956.91   50584.38
2023 07 10 191 15 36 00   29207.69    1718.11   39956.91   50584.40
2023 07 10 191 15 36 05   29207.71    1718.13   39956.91   50584.39
2023 07 10 191 15 36 10   29207.72    1718.15   39956.92   50584.36
2023 07 10 191 15 36 15   29207.72    1718.17   39956.92   50584.43
2023 07 10 191 15 36 20   29207.76    1718.21   39956.93   50584.36
2023 07 10 191 15 36 25   29207.77    1718.23   39956.93   50584.44
2023 07 10 191 15 36 30   29207.77    1718.24   39956.91   50584.43
2023 07 10 191 15 36 35   29207.77    1718.27   39956.91   50584.38
2023 07 10 191 15 36 40   29207.77    1718.29   39956.90   50584.45
2023 07 10 191 15 36 45   29207.76    1718.31   39956.87   50584.45
2023 07 10 191 15 36 50   29207.76    1718.32   39956.88   50584.35
2023 07 10 191 15 36 55   29207.76    1718.34   39956.88   50584.41
2023 07 10 191 15 37 00   29207.75    1718.35   39956.87   50584.44
2023 07 10 191 15 37 05   29207.75    1718.38   39956.88   50584.39
2023 07 10 191 15 37 10   29207.74    1718.39   39956.88   50584.36
2023 07 10 191 15 37 15   29207.75    1718.40   39956.89   50584.41
2023 07 10 191 15 37 20   29207.73    1718.42   39956.89   50584.39
2023 07 10 191 15 37 25   29207.72    1718.43   39956.88   50584.41
2023 07 10 191 15 37 30   29207.74    1718.46   39956.87   50584.40
2023 07 10 191 15 37 35   29207.72    1718.48   39956.87   50584.39
2023 07 10 191 15 37 40   29207.72    1718.49   39956.87   50584.38
2023 07 10 191 15 37 45   29207.74    1718.52   39956.88   50584.40
2023 07 10 191 15 37 50   29207.76    1718.56   39956.88   50584.33
2023 07 10 191 15 37 55   29207.78    1718.56   39956.88   50584.43
2023 07 10 191 15 38 00   29207.81    1718.58   39956.88   50584.45
2023 07 10 191 15 38 05   29207.81    1718.59   39956.87   50584.41
2023 07 10 191 15 38 10   29207.82    1718.62   39956.88   50584.39
2023 07 10 191 15 38 15   29207.87    1718.64   39956.89   50584.50
2023 07 10 191 15 38 20   29207.88    1718.66   39956.88   50584.50
2023 07 10 191 15 38 25   29207.91    1718.68   39956.89   50584.45
2023 07 10 191 15 38 30   29207.93    1718.72   39956.88   50584.57
2023 07 10 191 15 38 35   29207.97    1718.74   39956.89   50584.50
2023 07 10 191 15 38 40   29208.00    1718.77   39956.91   50584.58
2023 07 10 191 15 38 45   29208.03    1718.81   39956.90   50584.60
2023 07 10 191 15 38 50   29208.06    1718.83   39956.90   50584.56
2023 07 10 191 15 38 55   29208.09    1718.85   39956.91   50584.65
2023 07 10 191 15 39 00   29208.10    1718.87   39956.88   50584.67
2023 07 10 191 15 39 05   29208.11    1718.90   39956.91   50584.66
2023 07 10 191 15 39 10   29208.17    1718.92   39956.92   50584.68
2023 07 10 191 15 39 15   29208.16    1718.93   39956.91   50584.69
2023 07 10 191 15 39 20   29208.18    1718.95   39956.93   50584.72
2023 07 10 191 15 39 25   29208.19    1718.96   39956.95   50584.74
2023 07 10 191 15 39 30   29208.23    1718.98   39956.95   50584.74
2023 07 10 191 15 39 35   29208.26    1719.00   39956.95   50584.71
2023 07 10 191 15 39 40   29208.27    1719.03   39956.96   50584.79
2023 07 10 191 15 39 45   29208.29    1719.04   39956.96   50584.79
2023 07 10 191 15 39 50   29208.35    1719.08   39956.96   50584.77
2023 07 10 191 15 39 55   29208.39    1719.11   39956.96   50584.88
2023 07 10 191 15 40 00   29208.43    1719.14   39956.96   50584.84
2023 07 10 191 15 40 05   29208.46    1719.17   39956.97   50584.94
2023 07 10 191 15 40 10   29208.53    1719.21   39956.98   50584.92
2023 07 10 191 15 40 15   29208.55    1719.24   39956.98   50585.03
2023 07 10 191 15 40 20   29208.61    1719.28   39956.99   50584.99
2023 07 10 191 15 40 25   29208.64    1719.30   39957.01   50585.10
2023 07 10 191 15 40 30   29208.68    1719.33   39957.02   50585.10
2023 07 10 191 15 40 35   29208.72    1719.35   39957.02   50585.11
2023 07 10 191 15 40 40   29208.78    1719.37   39957.03   50585.20
2023 07 10 191 15 40 45   29208.82    1719.40   39957.02   50585.18
2023 07 10 191 15 40 50   29208.87    1719.43   39957.04   50585.20
2023 07 10 191 15 40 55   29208.92    1719.45   39957.05   50585.32
2023 07 10 191 15 41 00   29208.97    1719.47   39957.05   50585.30
2023 07 10 191 15 41 05   29209.02    1719.51   39957.07   50585.31
2023 07 10 191 15 41 10   29209.10    1719.56   39957.09   50585.37
2023 07 10 191 15 41 15   29209.15    1719.58   39957.09   50585.49
2023 07 10 191 15 41 20   29209.20    1719.62   39957.10   50585.46
2023 07 10 191 15 41 25   29209.24    1719.65   39957.13   50585.57
2023 07 10 191 15 41 30   29209.29    1719.68   39957.12   50585.54
2023 07 10 191 15 41 35   29209.33    1719.71   39957.13   50585.54
2023 07 10 191 15 41 40   29209.38    1719.74   39957.14   50585.69
2023 07 10 191 15 41 45   29209.42    1719.77   39957.16   50585.63
2023 07 10 191 15 41 50   29209.46    1719.80   39957.16   50585.68
2023 07 10 191 15 41 55   29209.50    1719.82   39957.18   50585.79
2023 07 10 191 15 42 00   29209.54    1719.83   39957.20   50585.73
2023 07 10 191 15 42 05   29209.59    1719.86   39957.21   50585.76
2023 07 10 191 15 42 10   29209.63    1719.88   39957.21   50585.83
2023 07 10 191 15 42 15   29209.68    1719.91   39957.22   50585.92
2023 07 10 191 15 42 20   29209.73    1719.93   39957.25   50585.88
2023 07 10 191 15 42 25   29209.77    1719.96   39957.27   50585.96
2023 07 10 191 15 42 30   29209.82    1719.99   39957.27   50586.04
2023 07 10 191 15 42 35   29209.85    1720.01   39957.28   50586.04
2023 07 10 191 15 42 40   29209.91    1720.05   39957.29   50586.12
2023 07 10 191 15 42 45   29209.96    1720.08   39957.29   50586.05
2023 07 10 191 15 42 50   29210.01    1720.11   39957.31   50586.17
2023 07 10 191 15 42 55   29210.06    1720.13   39957.32   50586.22
2023 07 10 191 15 43 00   29210.11    1720.16   39957.33   50586.19
2023 07 10 191 15 43 05   29210.16    1720.18   39957.34   50586.21
2023 07 10 191 15 43 10   29210.19    1720.19   39957.37   50586.32
2023 07 10 191 15 43 15   29210.23    1720.21   39957.37   50586.29
2023 07 10 191 15 43 20   29210.28    1720.21   39957.39   50586.34
2023 07 10 191 15 43 25   29210.32    1720.22   39957.40   50586.46
2023 07 10 191 15 43 30   29210.35    1720.23   39957.43   50586.40
2023 07 10 191 15 43 35   29210.40    1720.24   39957.43   50586.52
2023 07 10 191 15 43 40   29210.44    1720.25   39957.44   50586.57
2023 07 10 191 15 43 45   29210.48    1720.26   39957.46   50586.51
2023 07 10 191 15 43 50   29210.49    1720.27   39957.47   50586.61
2023 07 10 191 15 43 55   29210.53    1720.29   39957.47   50586.66
2023 07 10 191 15 44 00   29210.56    1720.30   39957.48   50586.70
2023 07 10 191 15 44 05   29210.58    1720.32   39957.48   50586.64
2023 07 10 191 15 44 10   29210.62    1720.34   39957.50   50586.71
2023 07 10 191 15 44 15   29210.64    1720.34   39957.52   50586.76
2023 07 10 191 15 44 20   29210.68    1720.34   39957.52   50586.77
2023 07 10 191 15 44 25   29210.69    1720.35   39957.54   50586.80
2023 07 10 191 15 44 30   29210.73    1720.36   39957.55   50586.75
2023 07 10 191 15 44 35   29210.74    1720.35   39957.55   50586.86
2023 07 10 191 15 44 40   29210.76    1720.36   39957.57   50586.89
2023 07 10 191 15 44 45   29210.79    1720.36   39957.59   50586.81
2023 07 10 191 15 44 50   29210.82    1720.37   39957.62   50586.93
2023 07 10 191 15 44 55   29210.85    1720.36   39957.63   50586.93
2023 07 10 191 15 45 00   29210.85    1720.37   39957.63   50586.86
2023 07 10 191 15 45 05   29210.87    1720.37   39957.64   50586.96
2023 07 10 191 15 45 10   29210.90    1720.36   39957.66   50587.01
2023 07 10 191 15 45 15   29210.94    1720.37   39957.68   50587.01
2023 07 10 191 15 45 20   29210.95    1720.36   39957.68   50587.09
2023 07 10 191 15 45 25   29210.99    1720.37   39957.70   50587.07
2023 07 10 191 15 45 30   29210.99    1720.38   39957.70   50587.02
2023 07 10 191 15 45 35   29211.04    1720.39   39957.71   50587.17
2023 07 10 191 15 45 40   29211.07    1720.39   39957.73   50587.17
2023 07 10 191 15 45 45   29211.09    1720.40   39957.73   50587.11
2023 07 10 191 15 45 50   29211.12    1720.41   39957.74   50587.25
2023 07 10 191 15 45 55   29211.18    1720.42   39957.77   50587.24
2023 07 10 191 15 46 00   29211.22    1720.42   39957.77   50587.21
2023 07 10 191 15 46 05   29211.26    1720.44   39957.78   50587.23
2023 07 10 191 15 46 10   29211.26    1720.45   39957.79   50587.30
2023 07 10 191 15 46 15   29211.28    1720.44   39957.78   50587.27
2023 07 10 191 15 46 20   29211.31    1720.45   39957.80   50587.39
2023 07 10 191 15 46 25   29211.33    1720.44   39957.82   50587.38
2023 07 10 191 15 46 30   29211.35    1720.43   39957.83   50587.34
2023 07 10 191 15 46 35   29211.38    1720.43   39957.85   50587.46
2023 07 10 191 15 46 40   29211.41    1720.42   39957.86   50587.43
2023 07 10 191 15 46 45   29211.41    1720.41   39957.88   50587.39
2023 07 10 191 15 46 50   29211.45    1720.40   39957.90   50587.44
2023 07 10 191 15 46 55   29211.45    1720.40   39957.91   50587.46
2023 07 10 191 15 47 00   29211.47    1720.39   39957.92   50587.57
2023 07 10 191 15 47 05   29211.47    1720.38   39957.92   50587.56
2023 07 10 191 15 47 10   29211.50    1720.36   39957.93   50587.54
2023 07 10 191 15 47 15   29211.54    1720.36   39957.94   50587.54
2023 07 10 191 15 47 20   29211.53    1720.34   39957.95   50587.63
2023 07 10 191 15 47 25   29211.57    1720.33   39957.96   50587.61
2023 07 10 191 15 47 30   29211.60    1720.33   39957.98   50587.61
2023 07 10 191 15 47 35   29211.63    1720.33   39957.99   50587.72
2023 07 10 191 15 47 40   29211.66    1720.31   39958.01   50587.70
2023 07 10 191 15 47 45   29211.67    1720.29   39958.02   50587.70
2023 07 10 191 15 47 50   29211.69    1720.28   39958.04   50587.80
2023 07 10 191 15 47 55   29211.70    1720.26   39958.05   50587.74
2023 07 10 191 15 48 00   29211.71    1720.26   39958.07   50587.82
2023 07 10 191 15 48 05   29211.75    1720.24   39958.09   50587.77
2023 07 10 191 15 48 10   29211.75    1720.24   39958.08   50587.84
2023 07 10 191 15 48 15   29211.75    1720.23   39958.08   50587.83
